1;0;406.00;9.50;1264.00;0.00;3.40
2;0;400.00;9.50;595.00;0.00;2.76
3;0;384.00;9.50;83.00;0.00;3.72
4;0;606.00;9.50;1972.00;0.00;3.08
5;0;1033.00;9.50;606.00;0.00;2.40
6;0;1106.00;9.50;63.00;0.00;2.64
7;0;395.00;9.50;1975.00;0.00;3.16
8;0;1997.00;9.50;604.00;0.00;2.40
9;0;2667.00;9.50;1446.00;0.00;1.24
10;0;2635.00;9.50;1027.00;0.00;2.36
11;0;2030.00;9.50;1981.00;0.00;2.72
12;0;1688.00;9.50;87.00;0.00;2.92
13;0;2008.00;9.50;1267.00;0.00;2.72
14;0;1017.00;9.50;1254.00;0.00;2.72
15;0;1716.00;9.50;1256.00;0.00;3.04
16;0;1689.00;9.50;596.00;0.00;3.00
17;0;1994.00;9.50;88.00;0.00;3.24
18;0;1732.00;9.50;1969.00;0.00;3.16
19;0;2827.00;9.50;1619.00;0.00;1.00
20;0;2933.00;9.50;1532.00;0.00;2.16
21;0;3538.00;9.50;1979.00;0.00;2.76
22;0;3256.00;9.50;1463.00;0.00;3.80
23;0;3573.00;9.50;1708.00;0.00;2.52
24;0;3852.00;9.50;1449.00;0.00;3.12
25;0;3739.00;10.80;1378.00;0.00;3.56
26;0;3600.00;9.50;1195.00;0.00;4.24
27;0;3468.00;9.50;1249.00;0.00;3.60
28;0;3558.00;9.50;493.00;0.00;4.04
29;0;3437.00;9.50;669.00;0.00;3.80
30;0;3236.00;9.50;725.00;0.00;1.96
31;0;3332.00;9.50;838.00;0.00;2.52
32;0;3240.00;9.50;969.00;0.00;2.44
33;0;3116.00;9.50;859.00;0.00;2.32
34;0;2854.00;9.50;1058.00;0.00;1.76
35;0;2912.00;9.50;1288.00;0.00;2.08
36;0;1720.00;9.50;1395.00;0.00;2.72
37;0;630.00;9.50;1409.00;0.00;2.96
38;0;2009.00;9.50;1394.00;0.00;2.80
39;0;413.00;9.50;1408.00;0.00;3.08
40;0;405.00;9.50;862.00;0.00;3.12
41;0;1031.00;9.50;865.00;0.00;3.00
42;0;1692.00;9.50;867.00;0.00;2.96
43;0;1692.00;9.50;265.00;0.00;2.88
44;0;973.00;9.50;199.00;0.00;2.76
