1;arms_factory;3155.00;10.40;713.00;5.14;0
1;arms_factory;3184.00;9.78;686.00;1.52;0
1;arms_factory;3163.00;9.60;724.00;4.19;0
1;arms_factory;3180.00;10.03;698.00;2.03;0
1;arms_factory;3179.00;9.82;687.00;5.05;0
1;arms_factory;3162.00;9.60;725.00;6.25;0
1;industrial_complex;3173.00;10.38;699.00;4.09;0
1;industrial_complex;3176.00;10.00;688.00;0.47;0
1;industrial_complex;3188.00;9.90;703.00;2.04;0
1;industrial_complex;3181.00;9.88;699.00;4.70;0
1;industrial_complex;3184.00;9.90;688.00;2.54;0
1;industrial_complex;3188.00;9.80;704.00;3.74;0
1;air_base;3174.00;10.25;700.00;0.48;0
1;naval_base;3152.00;9.60;732.00;-3.52;270
1;naval_base;3190.00;9.55;687.00;0.79;272
1;naval_base;3187.00;9.50;712.00;-4.07;30
1;naval_base;3195.00;9.50;703.00;-4.39;30
1;naval_base;3180.00;9.65;686.00;0.54;272
1;naval_base;3166.00;9.50;729.00;-3.14;270
1;naval_base;3181.00;9.60;721.00;-4.07;30
1;naval_base;3144.00;9.50;736.00;-2.90;270
1;naval_base;3162.00;9.50;694.00;-1.11;272
1;naval_base;3176.00;9.73;725.00;-3.73;270
1;naval_base;3187.00;9.50;709.00;-3.93;30
1;naval_base;3156.00;9.60;694.00;0.79;272
1;bunker;3161.00;10.40;717.00;4.76;0
1;bunker;3156.00;10.28;708.00;2.61;0
1;bunker;3184.00;9.65;712.00;2.71;0
1;bunker;3179.00;9.82;690.00;0.55;0
1;bunker;3164.00;9.68;723.00;3.21;0
1;bunker;3151.00;9.93;699.00;4.77;0
1;bunker;3175.00;10.25;708.00;1.16;0
1;bunker;3174.00;9.80;720.00;5.28;0
1;bunker;3147.00;9.82;728.00;0.20;0
1;bunker;3185.00;9.90;694.00;3.22;0
1;bunker;3189.00;9.70;707.00;5.88;0
1;bunker;3185.00;9.70;701.00;2.26;0
1;bunker;3158.00;9.65;725.00;0.11;0
1;bunker;3167.00;10.68;701.00;1.67;0
1;bunker;3177.00;9.90;724.00;5.79;0
1;coastal_bunker;3191.00;9.73;689.00;0.79;0
1;coastal_bunker;3184.00;9.62;718.00;-4.07;0
1;coastal_bunker;3179.00;9.60;726.00;1.57;0
1;coastal_bunker;3193.00;10.03;699.00;-4.39;0
1;coastal_bunker;3152.00;9.60;733.00;-3.52;0
1;coastal_bunker;3193.00;9.70;711.00;-3.93;0
1;coastal_bunker;3156.00;9.60;696.00;0.79;0
1;coastal_bunker;3148.00;9.60;734.00;-2.90;0
1;coastal_bunker;3182.00;9.50;686.00;0.54;0
1;coastal_bunker;3179.00;9.62;721.00;-4.07;0
1;coastal_bunker;3162.00;9.50;693.00;-1.11;0
1;coastal_bunker;3164.00;9.60;727.00;-3.14;0
1;dockyard;3177.00;9.50;726.00;-3.73;0
1;anti_air_building;3152.00;10.30;713.00;3.89;0
1;anti_air_building;3153.00;9.78;698.00;1.73;0
1;anti_air_building;3188.00;9.78;689.00;4.40;0
1;synthetic_refinery;3144.00;9.88;714.00;0.78;0
1;fuel_silo;3154.00;9.62;699.00;2.34;0
1;radar_station;3169.00;10.25;710.00;0.45;0
1;rocket_site;3152.00;10.28;714.00;2.84;0
1;nuclear_reactor;3164.00;10.45;706.00;5.50;0
2;arms_factory;3105.00;11.48;739.00;4.19;0
2;arms_factory;3089.00;10.07;739.00;2.03;0
2;arms_factory;3127.00;10.82;731.00;5.05;0
2;arms_factory;3120.00;10.75;731.00;6.25;0
2;arms_factory;3090.00;10.82;745.00;4.09;0
2;arms_factory;3088.00;10.00;736.00;0.47;0
2;industrial_complex;3104.00;10.50;735.00;2.04;0
2;industrial_complex;3097.00;10.05;735.00;4.70;0
2;industrial_complex;3092.00;10.05;726.00;2.54;0
2;industrial_complex;3124.00;10.82;727.00;3.74;0
2;industrial_complex;3116.00;10.70;727.00;0.48;0
2;industrial_complex;3088.00;10.12;732.00;3.14;0
2;air_base;3080.00;10.38;732.00;5.81;0
2;naval_base;3129.00;9.70;758.00;-4.17;270
2;naval_base;3132.00;10.00;750.00;-4.55;270
2;naval_base;3157.00;9.62;683.00;1.57;272
2;naval_base;3138.00;9.78;733.00;-4.51;270
2;naval_base;3119.00;9.78;765.00;-4.17;270
2;naval_base;3156.00;9.62;686.00;-4.55;272
2;naval_base;3139.00;9.65;732.00;-3.79;270
2;naval_base;3132.00;9.93;746.00;-4.25;270
2;naval_base;3157.00;9.50;672.00;1.57;272
2;bunker;3101.00;10.35;726.00;0.64;0
2;bunker;3059.00;9.80;717.00;4.76;0
2;bunker;3134.00;10.40;710.00;2.61;0
2;bunker;3133.00;10.73;697.00;2.71;0
2;bunker;3117.00;10.65;676.00;0.55;0
2;bunker;3123.00;10.60;747.00;3.21;0
2;bunker;3134.00;10.65;723.00;4.77;0
2;bunker;3088.00;10.48;750.00;1.16;0
2;bunker;3079.00;10.32;744.00;5.28;0
2;bunker;3128.00;10.20;749.00;0.20;0
2;bunker;3149.00;10.70;684.00;3.22;0
2;bunker;3102.00;10.65;697.00;5.88;0
2;bunker;3110.00;10.80;753.00;2.26;0
2;bunker;3147.00;10.80;686.00;0.11;0
2;bunker;3090.00;10.60;702.00;1.67;0
2;bunker;3095.00;10.00;729.00;5.79;0
2;bunker;3114.00;10.50;686.00;0.71;0
2;bunker;3132.00;10.38;734.00;4.83;0
2;bunker;3154.00;9.95;683.00;0.11;0
2;bunker;3108.00;11.32;744.00;2.78;0
2;bunker;3118.00;9.82;767.00;5.44;0
2;bunker;3153.00;10.00;672.00;2.17;0
2;bunker;3119.00;10.40;758.00;3.38;0
2;bunker;3131.00;9.98;742.00;1.22;0
2;bunker;3137.00;9.95;732.00;5.34;0
2;coastal_bunker;3123.00;9.65;763.00;-4.17;0
2;coastal_bunker;3133.00;9.78;744.00;-4.25;0
2;coastal_bunker;3157.00;9.50;672.00;1.57;0
2;coastal_bunker;3116.00;9.98;771.00;-4.17;0
2;coastal_bunker;3138.00;9.78;733.00;-4.51;0
2;coastal_bunker;3132.00;9.90;751.00;-4.55;0
2;coastal_bunker;3140.00;9.62;730.00;-3.79;0
2;coastal_bunker;3159.00;9.65;676.00;1.57;0
2;coastal_bunker;3156.00;9.60;693.00;-4.55;0
2;dockyard;3140.00;9.75;728.00;-3.79;0
2;anti_air_building;3103.00;10.60;698.00;2.84;0
2;anti_air_building;3113.00;10.80;712.00;5.50;0
2;anti_air_building;3113.00;10.80;711.00;2.24;0
2;synthetic_refinery;3117.00;10.60;702.00;3.45;0
2;fuel_silo;3109.00;10.60;702.00;1.29;0
2;radar_station;3109.00;10.80;717.00;4.79;0
2;rocket_site;3101.00;10.57;694.00;5.51;0
2;nuclear_reactor;3093.00;10.70;694.00;1.90;0
3;arms_factory;3973.00;11.75;1090.00;5.05;0
3;arms_factory;3738.00;19.90;716.00;6.25;0
3;arms_factory;3798.00;22.55;1016.00;4.09;0
3;arms_factory;4090.00;22.52;1127.00;0.47;0
3;arms_factory;3679.00;12.62;668.00;2.04;0
3;arms_factory;3571.00;15.68;975.00;4.70;0
3;industrial_complex;3984.00;23.75;1259.00;2.54;0
3;industrial_complex;3784.00;25.50;727.00;3.74;0
3;industrial_complex;3487.00;10.68;1035.00;0.48;0
3;industrial_complex;4057.00;25.50;1261.00;3.14;0
3;industrial_complex;4065.00;16.33;767.00;5.81;0
3;industrial_complex;3914.00;14.28;1078.00;2.54;0
3;air_base;3842.00;23.23;1253.00;5.21;0
3;naval_base;3966.00;10.18;1456.00;-3.55;254
3;naval_base;3779.00;9.60;1138.00;-0.59;231
3;naval_base;3447.00;9.55;906.00;-1.39;261
3;naval_base;3850.00;9.60;1130.00;-2.63;231
3;naval_base;4051.00;9.53;738.00;-0.02;82
3;naval_base;3557.00;9.50;559.00;-1.21;28
3;naval_base;3692.00;10.32;589.00;0.27;83
3;naval_base;3465.00;10.05;1048.00;-2.43;258
3;naval_base;3540.00;9.50;811.00;-0.03;235
3;naval_base;3668.00;9.70;693.00;-1.68;235
3;naval_base;3416.00;9.50;962.00;-0.84;261
3;naval_base;3535.00;9.75;636.00;-1.09;29
3;naval_base;3688.00;9.65;1114.00;-3.17;231
3;naval_base;3585.00;9.75;1082.00;-3.35;26
3;naval_base;3581.00;9.53;784.00;-0.21;235
3;naval_base;3628.00;9.50;765.00;-0.76;235
3;naval_base;3798.00;9.50;1345.00;-1.88;25
3;naval_base;3809.00;14.05;670.00;0.40;83
3;naval_base;4085.00;11.30;1477.00;-3.12;254
3;naval_base;3714.00;10.28;1267.00;-1.49;26
3;naval_base;3970.00;9.93;736.00;0.02;82
3;naval_base;3644.00;9.65;1168.00;-1.80;26
3;naval_base;3485.00;9.50;826.00;-0.30;236
3;naval_base;3793.00;10.70;656.00;0.38;83
3;naval_base;3890.00;9.88;721.00;0.47;82
3;bunker;3574.00;10.40;936.00;2.78;0
3;bunker;4093.00;25.50;1044.00;5.44;0
3;bunker;3866.00;25.08;1223.00;2.17;0
3;bunker;3946.00;12.28;1442.00;3.38;0
3;bunker;3838.00;25.38;734.00;1.22;0
3;bunker;3908.00;25.50;1267.00;5.34;0
3;bunker;3833.00;17.02;1030.00;5.45;0
3;bunker;3663.00;12.75;804.00;3.29;0
3;bunker;3554.00;13.12;666.00;5.95;0
3;bunker;3846.00;17.00;1300.00;2.33;0
3;bunker;3947.00;13.28;741.00;3.89;0
3;bunker;3839.00;25.50;765.00;1.73;0
3;bunker;3836.00;18.88;1084.00;4.40;0
3;bunker;3469.00;11.20;972.00;0.78;0
3;bunker;3819.00;20.62;908.00;2.34;0
3;bunker;3530.00;9.70;819.00;0.18;0
3;bunker;3787.00;10.62;1001.00;2.84;0
3;bunker;4009.00;25.50;835.00;5.50;0
3;bunker;3687.00;25.20;867.00;2.24;0
3;bunker;3900.00;13.20;1089.00;3.45;0
3;bunker;3532.00;16.43;961.00;1.29;0
3;bunker;4068.00;25.50;1192.00;2.85;0
3;bunker;3763.00;25.50;789.00;5.51;0
3;bunker;4014.00;25.50;843.00;1.90;0
3;bunker;3938.00;11.40;1127.00;6.02;0
3;bunker;3688.00;16.50;664.00;6.12;0
3;bunker;3607.00;12.78;621.00;3.96;0
3;bunker;3538.00;13.88;913.00;1.80;0
3;bunker;3898.00;25.50;903.00;4.46;0
3;bunker;3574.00;12.95;716.00;6.03;0
3;bunker;3711.00;22.70;1041.00;2.41;0
3;bunker;4087.00;25.50;988.00;0.25;0
3;bunker;4080.00;16.10;1383.00;1.45;0
3;bunker;3882.00;23.05;1306.00;4.47;0
3;bunker;3583.00;10.90;1028.00;0.85;0
3;bunker;4049.00;13.88;757.00;3.52;0
3;bunker;3802.00;11.35;1210.00;5.08;0
3;bunker;3692.00;18.20;693.00;2.92;0
3;bunker;3597.00;10.15;586.00;5.58;0
3;bunker;3946.00;25.50;1021.00;1.96;0
3;bunker;3669.00;10.60;952.00;4.98;0
3;bunker;4048.00;25.50;1294.00;6.19;0
3;bunker;3687.00;14.62;1212.00;4.03;0
3;bunker;3484.00;12.20;909.00;0.41;0
3;bunker;4090.00;15.85;1133.00;1.97;0
3;bunker;3662.00;11.10;1167.00;4.63;0
3;bunker;3780.00;25.50;701.00;2.47;0
3;bunker;3472.00;11.82;1009.00;5.14;0
3;bunker;3625.00;11.90;1062.00;0.41;0
3;bunker;3838.00;25.50;838.00;4.54;0
3;bunker;3612.00;10.10;801.00;0.92;0
3;bunker;3586.00;13.73;1007.00;2.48;0
3;bunker;3505.00;12.70;841.00;5.14;0
3;coastal_bunker;3442.00;9.50;952.00;-0.84;0
3;coastal_bunker;3749.00;9.68;1321.00;-1.88;0
3;coastal_bunker;3588.00;9.82;547.00;-1.21;0
3;coastal_bunker;3676.00;9.88;1092.00;-3.17;0
3;coastal_bunker;3670.00;9.60;579.00;0.27;0
3;coastal_bunker;3636.00;9.75;1130.00;-0.03;0
3;coastal_bunker;3474.00;9.50;851.00;-0.30;0
3;coastal_bunker;3839.00;10.85;690.00;0.40;0
3;coastal_bunker;3847.00;9.50;1124.00;-2.63;0
3;coastal_bunker;3624.00;9.50;769.00;-0.21;0
3;coastal_bunker;3529.00;9.50;643.00;-1.09;0
3;coastal_bunker;4028.00;9.50;737.00;-0.02;0
3;coastal_bunker;3774.00;9.50;1139.00;-0.59;0
3;coastal_bunker;3669.00;9.50;694.00;-1.68;0
3;coastal_bunker;3712.00;10.12;1267.00;-1.49;0
3;coastal_bunker;3944.00;9.50;736.00;0.02;0
